name,definition,difficulty
そのまま,,A1
今度,,A1
分ける,,A1
運ぶ,,A1
複雑,,A1
回る,,A1
高校,,A1
工事,,A1
毎日,,A1
帰国,,A1
雨,,A1
経つ,,A1
花,,A1
出席,,A1
外国人,,A1
道路,,A1
地球,,A1
英語,,A1
危険,,A1
普通,,A1
説明,,A1
半分,,A1
注意,,A1
安全,,A1
手紙,,A1
努力,,A1
手術,,A1
準備,,A1
守る,,A1
驚く,,A1
地震,,A1
話し合う,,A1
木,,A1
許す,,A1
雪,,A1
動物,,A1
合う,,A1
平和,,A1
非常に,,A1
遅れる,,A1
もし,,A1
卒業,,A1
移る,,A1
農業,,A1
空港,,A1
珍しい,,A1
急ぐ,,A1
つもり,,A1
必ず,,A1
数字,,A1
やっと,,A1
旅行,,A1
音楽,,A1
川,,A1
例えば,,A1
小学校,,A1
壁,,A1
流れる,,A1
夢,,A1
逃げる,,A1
過ぎる,,A1
首都,,A1
教師,,A1
相談,,A1
用意,,A1
ニュース,,A1
法律,,A1
大変,,A1
戦争,,A1
ずっと,,A1
島,,A1
窓,,A1
考え,,A1
ビデオ,,A1
マンション,,A1
健康,,A1
通り,,A1
喜ぶ,,A1
入院,,A1
増やす,,A1
育てる,,A1
温度,,A1
雑誌,,A1
私たち,,A1
食事,,A1
風,,A1
早く,,A1
明るい,,A1
運転,,A1
しばらく,,A1
高さ,,A1
借りる,,A1
放送,,A1
就職,,A1
大きさ,,A1
困る,,A1
通る,,A1
ガス,,A1
夫婦,,A1
立てる,,A1
伸びる,,A1
聞こえる,,A1
殺す,,A1
静か,,A1
分かれる,,A1
詳しい,,A1
正確,,A1
うまい,,A1
打つ,,A1
工業,,A1
サラリーマン,,A1
有名,,A1
捨てる,,A1
移す,,A1
正しい,,A1
売れる,,A1
番組,,A1
代わる,,A1
着く,,A1
バス,,A1
中学,,A1
歌,,A1
薄い,,A1
減らす,,A1
科学,,A1
約束,,A1
出発,,A1
動かす,,A1
紹介,,A1
倒れる,,A1
席,,A1
熱,,A1
値段,,A1
長さ,,A1
クラス,,A1
隣,,A1
トラック,,A1
大使館,,A1
亡くなる,,A1
パーティー,,A1
犬,,A1
特別,,A1
教室,,A1
ガラス,,A1
振る,,A1
落とす,,A1
夕方,,A1
コース,,A1
アパート,,A1
小説,,A1
レコード,,A1
どんどん,,A1
通う,,A1
秘密,,A1
料理,,A1
苦しい,,A1
信じる,,A1
何か,,A1
カメラ,,A1
下げる,,A1
留学,,A1
無理,,A1
飾る,,A1
北,,A1
訪ねる,,A1
テープ,,A1
馬,,A1
長男,,A1
近所,,A1
数学,,A1
入学,,A1
黒い,,A1
頼む,,A1
並べる,,A1
受け取る,,A1
太陽,,A1
年寄り,,A1
味,,A1
思い出す,,A1
細かい,,A1
成績,,A1
涙,,A1
横,,A1
穴,,A1
季節,,A1
ビール,,A1
故障,,A1
裏,,A1
ページ,,A1
迎える,,A1
野菜,,A1
渡す,,A1
贈る,,A1
合格,,A1
グラフ,,A1
公園,,A1
戸,,A1
中学生,,A1
玄関,,A1
撮る,,A1
夏休み,,A1
毎年,,A1
地図,,A1
海岸,,A1
急に,,A1
女の子,,A1
ポスト,,A1
暗い,,A1
両方,,A1
向こう,,A1
忙しい,,A1
給料,,A1
テスト,,A1
あちこち,,A1
切れる,,A1
野球,,A1
試験,,A1
台風,,A1
規則,,A1
遠く,,A1
ゴルフ,,A1
看護婦,,A1
ラジオ,,A1
逢う,,A1
タクシー,,A1
来月,,A1
教科書,,A1
電気,,A1
急,,A1
ゆっくり,,A1
兄弟,,A1
牛肉,,A1
確か,,A1
慣れる,,A1
厚い,,A1
返す,,A1
中学校,,A1
森,,A1
降りる,,A1
曲,,A1
遊び,,A1
奥,,A2
得意,,A2
下がる,,A2
レストラン,,A2
医者,,A2
カード,,A2
吹く,,A2
信号,,A2
絵,,A2
修理,,A2
地下鉄,,A2
赤ちゃん,,A2
面白い,,A2
離婚,,A2
小学生,,A2
育つ,,A2
数える,,A2
アルバイト,,A2
買い物,,A2
石,,A2
薬,,A2
回す,,A2
コピー,,A2
ぶつかる,,A2
運転手,,A2
教会,,A2
フィルム,,A2
未来,,A2
校長,,A2
デパート,,A2
見送る,,A2
向く,,A2
揺れる,,A2
髪,,A2
箱,,A2
思い出,,A2
ベッド,,A2
新幹線,,A2
生む,,A2
奥さん,,A2
階段,,A2
招待,,A2
コート,,A2
燃える,,A2
食堂,,A2
天井,,A2
課,,A2
靴,,A2
予約,,A2
一昨年,,A2
休日,,A2
注文,,A2
家賃,,A2
散歩,,A2
通勤,,A2
ノート,,A2
辞める,,A2
仕方,,A2
台所,,A2
建つ,,A2
踏む,,A2
配る,,A2
握る,,A2
練習,,A2
強さ,,A2
久しぶり,,A2
往復,,A2
大勢,,A2
親しい,,A2
番号,,A2
ワイン,,A2
巻く,,A2
青い,,A2
おかしい,,A2
渡る,,A2
牛,,A2
氷,,A2
挨拶,,A2
洗う,,A2
尋ねる,,A2
叩く,,A2
廊下,,A2
郵便局,,A2
割る,,A2
進学,,A2
トイレ,,A2
咲く,,A2
駐車場,,A2
泣く,,A2
屋根,,A2
案内,,A2
キャンプ,,A2
荷物,,A2
迷惑,,A2
先月,,A2
美術館,,A2
破る,,A2
愛,,A2
黒,,A2
断る,,A2
品物,,A2
プラスチック,,A2
貸す,,A2
沈む,,A2
光る,,A2
右手,,A2
赤,,A2
卵,,A2
疲れる,,A2
男の子,,A2
泳ぐ,,A2
内側,,A2
習慣,,A2
投げる,,A2
カラー,,A2
正月,,A2
趣味,,A2
盗む,,A2
ピアノ,,A2
池,,A2
大学院,,A2
何度,,A2
不幸,,A2
恐ろしい,,A2
退院,,A2
付く,,A2
重さ,,A2
商業,,A2
スキー,,A2
敷く,,A2
安心,,A2
糸,,A2
なかなか,,A2
人形,,A2
プール,,A2
銀,,A2
匂い,,A2
ホーム,,A2
交通事故,,A2
幸せ,,A2
吸う,,A2
浅い,,A2
見学,,A2
濃い,,A2
壊す,,A2
間に合う,,A2
届ける,,A2
葉,,A2
エレベーター,,A2
メモ,,A2
立派,,A2
旅館,,A2
凄い,,A2
パン,,A2
びっくりする,,A2
便利,,A2
砂糖,,A2
休み,,A2
録音,,A2
言い方,,A2
帰り,,A2
週末,,A2
ズボン,,A2
足りる,,A2
拾う,,A2
祭り,,A2
博物館,,A2
青,,A2
売り場,,A2
おもちゃ,,A2
金持ち,,A2
頑張る,,A2
グラム,,A2
コーヒー,,A2
桜,,A2
刺す,,A2
テント,,A2
ボート,,A2
遭う,,A2
ボール,,A2
オートバイ,,A2
外人,,A2
猫,,A2
隠れる,,A2
親切,,A2
是非,,A2
通学,,A2
預ける,,A2
付ける,,A2
習う,,A2
組み立てる,,A2
塗る,,A2
左手,,A2
ひどい,,A2
別々,,A2
毎週,,A2
気温,,A2
蹴る,,A2
真っ赤,,A2
外国語,,A2
着物,,A2
牛乳,,A2
住所,,A2
先週,,A2
飛行場,,A2
救急車,,A2
下りる,,A2
果物,,A2
間違い,,A2
あなた,,A2
映画館,,A2
踊る,,A2
怖い,,A2
鏡,,A2
草,,A2
敬語,,A2
欠席,,A2
スイッチ,,A2
掃除,,A2
畳,,A2
速さ,,A2
林,,A2
プレゼント,,A2
弁当,,A2
いつでも,,A2
寂しい,,A2
少しも,,A2
尊敬,,A2
テニス,,A2
広さ,,A2
読み,,A2
植える,,A2
我慢,,A2
国籍,,A2
こちら,,A2
恥ずかしい,,A2
ボタン,,A2
洋服,,A2
油,,A2
余る,,A2
正直,,A2
ドラマ,,A2
ビザ,,A2
水道,,A2
店員,,A2
電池,,A2
ポケット,,A2
握手,,A2
固い,,A2
そろそろ,,A2
ぶどう,,A2
迷う,,A2
押さえる,,A2
見物,,A2
知らせる,,A2
神社,,A2
注射,,A2
めったに,,A2
恋人,,A2
財布,,A2
作文,,A2
鳴る,,A2
真面目,,A2
申し込む,,A2
冷蔵庫,,A2
気に入る,,A2
クリスマス,,A2
ネクタイ,,A2
厚さ,,A2
受け付ける,,A2
誕生日,,A2
独身,,A2
苦い,,A2
バイオリン,,A2
パスポート,,A2
バッグ,,A2
今まで,,A2
切符,,A2
ゴム,,A2
ジェット機,,A2
少々,,A2
随分,,A2
引っ張る,,A2
帽子,,A2
焼ける,,A2
鉛筆,,A2
会話,,A2
ギター,,A2
茶,,A2
暑さ,,A2
胃,,A2
椅子,,A2
お茶,,A2
踊り,,A2
禁煙,,A2
次男,,A2
セーター,,A2
引っ越す,,A2
丸い,,A2
写る,,A2
喫茶店,,A2
全然,,A2
やっぱり,,A2
週刊誌,,A2
棚,,A2
震える,,A2
磨く,,A2
カーテン,,A2
火事,,A2
シャツ,,A2
ナイフ,,A2
皆さん,,A2
次女,,A2
貯金,,A2
バイク,,A2
預かる,,A2
いつか,,A2
オレンジ,,A2
噛む,,A2
きつい,,A2
削る,,A2
越える,,A2
小包,,A2
新年,,A2
配達,,A2
動物園,,A2
封筒,,A2
危ない,,A2
可愛い,,A2
さっき,,A2
宿題,,A2
テキスト,,A2
ビニール,,A2
りんご,,A2
アルバム,,A2
お祖父さん,,A2
水泳,,A2
混む・込む,,A2
柔道,,A2
スカート,,A2
取れる,,A2
ペン,,A2
物,,A2
柔らかい,,A2
郵便,,A2
割れる,,A2
駅員,,A2
おしゃべり,,A2
切手,,A2
緑色,,A2
毎朝,,A2
曲げる,,A2
幼稚園,,A2
きっと,,A2
理科,,A2
下着,,A2
涼しい,,A2
太る,,A2
冷房,,A2
別れる,,A2
鍵,,A2
傘,,A2
出掛ける,,A2
毎晩,,A2
真ん中,,A2
指輪,,A2
幾つ,,A2
腐る,,A2
貧乏,,A2
間違える,,A2
メニュー,,A2
アイスクリーム,,A2
おしゃれ,,A2
休憩,,A2
舌,,A2
ジュース,,A2
素晴らしい,,A2
ゼロ,,A2
朝刊,,A2
丁寧,,A2
苦手,,A2
引っ越し,,A2
歩道,,A2
折れる,,A2
見送り,,A2
夕刊,,A2
この間,,A2
冷える,,A2
ピンク,,A2
グラス,,A2
毛,,A2
黒板,,A2
ダンス,,A2
積もる,,A2
半年,,A2
出口,,A2
登る,,A2
真っ白,,A2
おじ,,A2
下ろす,,A2
貸し出す,,A2
サッカー,,A2
暖房,,A2
手袋,,A2
留守,,A2
嘘,,A2
遠慮,,A2
折る,,A2
今夜,,A2
スープ,,A2
バナナ,,A2
うるさい,,A2
可哀相,,A2
パトカー,,A2
ハンバーガー,,A2
毛布,,A2
エスカレーター,,A2
お嬢さん,,A2
タオル,,A2
手帳,,A2
乗り換える,,A2
売店,,A2
パチンコ,,A2
美人,,A2
本屋,,A2
みかん,,A2
謝る,,A2
ケーキ,,A2
コップ,,A2
四季,,A2
田んぼ,,A2
天気予報,,A2
ナイロン,,A2
変,,A2
来週,,A2
一生懸命,,A2
乾く,,A2
皿,,A2
間違う,,A2
事務室,,A2
消防車,,A2
スーツ,,A2
チケット,,A2
チョコレート,,A2
泥棒,,A2
脱ぐ,,A2
年賀状,,A2
乗り物,,A2
布団,,A2
役に立つ,,A2
破れる,,A2
用事,,A2
写す,,A2
腕時計,,A2
贈り物,,A2
チャンネル,,A2
つまらない,,A2
マッチ,,A2
従兄弟,,A2
冷やす,,A2
片付ける,,A2
乾杯,,A2
ストーブ,,A2
停車,,A2
鳴く,,A2
ガソリンスタンド,,A2
片道,,A2
今朝,,A2
交番,,A2
大分,,A2
梅雨,,A2
デート,,A2
ふすま,,A2
真っ直ぐ,,A2
レモン,,A2
上着,,A2
偉い,,A2
書き方,,A2
炊く,,A2
チーズ,,A2
ドライブ,,A2
踏切,,A2
ラケット,,A2
受付,,A2
怒る,,A2
化粧,,A2
寿司,,A2
スチュワーデス,,A2
都合,,A2
テープレコーダー,,A2
ひげ,,A2
本棚,,A2
真っ暗,,A2
沸く,,A2
売り切れる,,A2
押し入れ,,A2
革,,A2
ぐっすり,,A2
紅茶,,A2
邪魔,,A2
ソース,,A2
タイプライター,,A2
足す,,A2
トマト,,A2
履く,,A2
バター,,A2
発車,,A2
バレーボール,,A2
おかず,,A2
カレンダー,,A2
再来年,,A2
冗談,,A2
近付く,,A2
電話帳,,A2
ハンドバッグ,,A2
ベル,,A2
干す,,A2
インク,,A2
蚊,,A2
改札口,,A2
悲しむ,,A2
クーラー,,A2
靴下,,A2
失礼,,A2
西暦,,A2
洗濯機,,A2
豆腐,,A2
昼寝,,A2
不便,,A2
ミルク,,A2
向こう側,,A2
億,,A2
お礼,,A2
着せる,,A2
サラダ,,A2
八百屋,,A2
おじさん,,A2
代える,,A2
急行,,A2
交差点,,A2
高等学校,,A2
覚める,,A2
昼休み,,A2
ベルト,,A2
真っ黒,,A2
皆様,,A2
ラーメン,,A2
ライター,,A2
ワイシャツ,,A2
転ぶ,,A2
冷める,,A2
シャワー,,A2
扇風機,,A2
遅刻,,A2
釣る,,A2
うどん,,A2
追い越す,,A2
仮名,,A2
家内,,A2
記念日,,A2
下り,,A2
掲示板,,A2
凍る,,A2
ごみ,,A2
消防署,,A2
スーパーマーケット,,A2
ハンカチ,,A2
ビデオテープ,,A2
ぶらぶら,,A2
アナウンサー,,A2
辞書,,A2
自炊,,A2
スプーン,,A2
年下,,A2
治す,,A2
箸,,A2
花見,,A2
引き出し,,A2
ブラウス,,A2
訳,,A2
リボン,,A2
いかが,,A2
居る,,A2
交通費,,A2
ステレオ,,A2
滑る,,A2
早口,,A2
フォーク,,A2
裏返す,,A2
おば,,A2
角,,A2
きらきら,,A2
三角,,A2
どうぞ,,A2
図書室,,A2
入場券,,A2
ネックレス,,A2
パジャマ,,A2
ボールペン,,A2
万年筆,,A2
柔らか,,A2
覚ます,,A2
すいか,,A2
そちら,,A2
大抵,,A2
特急,,A2
どっち,,A2
糊,,A2
バスケットボール,,A2
晴れ,,A2
欲しがる,,A2
味噌汁,,A2
読み方,,A2
嫌,,A2
入り口,,A2
色々,,A2
降ろす,,A2
掛かる,,A2
サンドイッチ,,A2
四角,,A2
四角い,,A2
突き当たる,,A2
定期券,,A2
にこにこ,,A2
馬鹿,,A2
名字,,A2
下る,,A2
ウール,,A2
コーラ,,A2
トイレットペーパー,,A2
どなた,,A2
乗り換え,,A2
ハイキング,,A2
灰皿,,A2
バス停,,A2
ハム,,A2
ボーイフレンド,,A2
床,,A2
例文,,A2
ローマ字,,A2
アイロン,,A2
苺,,A2
カレーライス,,A2
キャッシュカード,,A2
曇り,,A2
魚,,A2
塩,,A2
停留所,,A2
床屋,,A2
歯医者,,A2
歯磨き,,A2
早起き,,A2
冬休み,,A2
持って行く,,A2
夕飯,,A2
酔っ払い,,A2
例,,A2
イヤリング,,A2
横断歩道,,A2
お辞儀,,A2
お宅,,A2
ガールフレンド,,A2
カセットテープ,,A2
かゆい,,A2
乾かす,,A2
休校,,A2
ぐらぐら,,A2
航空便,,A2
ジャム,,A2
スリッパ,,A2
大嫌い,,A2
畳む,,A2
トランプ,,A2
万歳,,A2
番地,,A2
日陰,,A2
美容院,,A2
文房具,,A2
免許証,,A2
訳す,,A2
よろしい,,A2
ラッシュアワー,,A2
両替,,A2
明日,,A2
送り仮名,,A2
片付く,,A2
カップ,,A2
消しゴム,,A2
主人,,A2
スケート,,A2
たくさん,,A2
中,,A2
鍋,,A2
怠ける,,A2
二階,,A2
寝坊,,A2
鋏,,A2
畑,,A2
ピクニック,,A2
真っ青,,A2
汚す,,A2
酔っ払う,,A2
忘れ物,,A2
あちら,,A2
掛け算,,A2
臭い,,A2
自習,,A2
突き当たり,,A2
どきどき,,A2
無くす,,A2
納豆,,A2
二十歳,,A2
東,,A2
まあまあ,,A2
マフラー,,A2
桃,,A2
アクセサリー,,A2
あくび,,A2
飴,,A2
売り切れ,,A2
お巡りさん,,A2
からから,,A2
黄色,,A2
誘う,,A2
速達,,A2
歯,,A2
引き算,,A2
昼前,,A2
ふらふら,,A2
目覚まし時計,,A2
予習,,A2
こぼす,,A2
ランチ,,A2
レシート,,A2
持って来る,,A2
気を付ける,,A2
刺身,,A2
洗面所,,A2
足し算,,A2
段々,,A2
チョーク,,A2
包む,,A2
ティッシュ,,A2
止まる,,A2
無くなる,,A2
西,,A2
ノック,,A2
歯ブラシ,,A2
暇,,A2
豚,,A2
二人,,A2
褒める,,A2
本箱,,A2
止む,,A2
よろしく,,A2
沸かす,,A2
明後日,,A2
幾ら,,A2
絵葉書,,A2
暖める,,A2
一昨日,,A2
換える,,A2
書留,,A2
がらがら,,A2
缶詰,,A2
ぎらぎら,,A2
怪我,,A2
寒さ,,A2
祝日,,A2
すき焼き,,A2
そっち,,A2
葉書,,A2
掃く,,A2
昼間,,A2
ピンポン,,A2
深さ,,A2
不親切,,A2
ぺこぺこ,,A2
ぺらぺら,,A2
横書き,,A2
レインコート,,A2
アイス,,A2
いつごろ,,A2
ウィスキー,,A2
エアメール,,A2
字,,A2
塩辛い,,A2
シャープペンシル,,A2
セロテープ,,A2
