name,definition,difficulty
杯,量詞。計算杯裝物的單位。,A1
杯子,裝盛飲料或其他液體的容器。,A1
筆,寫字、畫圖的用具。,A1
比,比較兩者之間的勝負、程度、性狀或高低。,A1
邊,物體的兩旁、四周、周圍或邊緣。,A1
別,另外的；另、外。,A1
別,不要。表勸阻或禁止的意思。,A1
冰,水在攝氏零度以下所凝結成的固體。,A1
病,生病、患病，或指生物體生理、心理產生不正常的狀態。,A1
鼻子,動物專司呼吸、嗅覺的器官，俗稱為「鼻子」。,A1
不錯,對、正確。表示肯定。,A1
不錯,不壞。,A1
菜,蔬類的總稱。,A1
菜,餚饌的總稱。,A1
餐廳,泛稱用餐的場所。,A1
長,長度。指兩端點之間的距離。,A1
長,空間、距離大。與「短」相對。,A1
長,時間久遠。,A1
唱,發出歌聲。,A1
唱歌,吟唱歌曲。,A1
常常,經常、時常。,A1
出,自內至外或脫離、離開。,A1
穿,著衣襪等。,A1
床,坐臥的器具。,A1
從,自、由（表示時間、空間或範圍的起點）,A1
從,跟隨、依順,A1
錯,不正確的、錯誤或壞的,A1
蛋,鳥類和爬蟲類所生帶有硬殼的卵，受精之後可孵出小動物。,A1
得,用於動詞、形容詞後面，表示結果、性狀或無義補充。,A1
等,表類數之詞：(1)表複數，如：我等。(2)表列舉未盡，如：等等。,A1
等,待、候。,A1
低,上下距離小，或離地面近。與「高」相對。,A1
店,陳列貨物以出售的地方。,A1
電腦,能依指令處理資料並產出結果的電子裝置，由五大單元組成。,A1
電視,藉映像管或其他顯像屏幕顯示畫面的器材。,A1
電影,依照劇情，把人物的動作、言語攝製成影片，利用強光映射在銀幕上，以供人觀賞。,A1
地方,區域、地區。,A1
懂,明白、了解。,A1
讀,照著文字唸。,A1
讀,閱讀、看書。,A1
短,(1)長度或距離小。如：短刀。(2)時間少。如：夜短。(3)才氣不足。,A1
多久,詢問時間的長短。,A1
餓,腹飢。與「飽」相對。,A1
耳朵,人與動物的耳，俗稱為「耳朵」。,A1
飯,煮熟穀類的食物。,A1
飯,每天定時吃的正餐。,A1
方便,便利。,A1
房間,間，計算房子的量詞。房間指一間房子。,A1
房子,房屋。,A1
非常,特別，異乎尋常。,A1
飛機,藉機翼升力航行於空中的動力飛行工具。,A1
風,流動的空氣。,A1
風,吹、吹風，或利用風力使物品乾燥、潔淨。,A1
分鐘,量詞。計算時間的單位。六十分鐘為一小時。,A1
附近,相近。,A1
感冒,感染風寒。,A1
告訴,通知。,A1
歌,唱。按樂曲或節拍來發聲。,A1
歌,合樂的曲調。,A1
跟,和、與。,A1
公車,公共汽車的縮稱。參見「公共汽車」條。,A1
功課,學生應完成的學習任務。亦作「工課」。,A1
公園,經過造園處理或保留其自然狀態，以作為公眾戶外遊憩及享受大自然的特定場所。,A1
夠,表示達到一定的數目。,A1
貴,價錢高。,A1
過,計算動作次數的單位，或用於動詞後表示曾經發生。,A1
國家,指具備領土、人民、主權和政府四個要素的政治團體，是共享語言、文化、社會與歷史的共同體。,A1
還,再，表示繼續、重複或更進一步,A1
還,返回、歸還、交回或償付,A1
還,仍舊、依然、尚且,A1
還是,仍然、照舊。,A1
還是,或者、或是。,A1
黑,深暗如墨或煤的顏色，與「白」相對。,A1
紅,似血的顏色或紅色的。,A1
後年,明年的次年。,A1
後天,明日的次日。也作「後日」、「後兒」。,A1
花,被子植物的生殖器官，或外形像花的物體，亦指開花狀態。,A1
畫,繪圖。,A1
會,能、能夠；可能。,A1
火車,泛指行駛於鐵路上的列車。因最初是藉火力產生蒸氣以牽引車廂，故稱為「火車」。目前多已電氣化。,A1
雞,動物名。鳥綱雞形目。常見家禽，頭有肉冠，雄雞較大，翅短，飛行力弱。,A1
見,看到、看見、遇到,A1
件,量詞。計算個體事物的單位。,A1
教,傳授。,A1
教室,學校裡進行教學活動的房間。,A1
家人,一家的人。,A1
計程車,隨街流動或於固定停車站招客，按行程的距離及時間，計算車費的小型載客汽車。,A1
介紹,引進人或事物，使其互相認識或了解。亦作「紹介」。,A1
進,向上或向前移動。相對於「退」。,A1
酒,用米、麥或水果等發酵釀製而成，內含酒精的刺激性飲料。,A1
舊,不新的、古老的、從前的。,A1
覺得,感到。,A1
句子,由單詞或複詞組成，能表達完整意義的獨立語言單位。,A1
開,啟、張、分離、割、剖。,A1
開車,駕駛車輛。,A1
看病,找醫生診病。,A1
看到,看見，透過視覺發現。,A1
看見,看到、見到。,A1
考試,出試題測驗考生的程度或技能。,A1
課,有一定進度計畫的學習過程。,A1
課,學業、學科。,A1
課,量詞。計算課數的單位詞。,A1
可是,但是。表示轉折的語氣。,A1
空氣,包圍地球表面的氣體，主要由氮氣與氧氣組成。,A1
快,迅速、靈敏。,A1
快樂,愉悅歡樂。,A1
筷子,用來夾飯菜或其他東西的細長條狀體，多用木、竹、金屬等材料製成。,A1
累,疲勞或使人疲勞,A1
裡,內部。,A1
輛,量詞。計算車子的單位。,A1
禮拜天,基督教徒每逢星期日聚會，對上帝作禱告行敬拜禮的儀式，故稱星期日為「禮拜天」。,A1
裡面,內部。也作「裡邊」、「裡頭」。,A1
樓,兩層以上的房屋。,A1
樓,樓房的一層。,A1
慢,速度低、不快的。,A1
忙,事情繁多，沒有空閒。,A1
馬上,立刻。,A1
美,漂亮、好看。,A1
每,各個。,A1
門,建築物或車船等可開關的出入口，或設於出入口能關閉的裝置；亦指形狀或作用像門的物體。,A1
門口,門的出入口。,A1
麵,由麥子研磨而成的粉末，或以此為原料加工而成的食品。,A1
麵包,一種食品。於麵粉中加水、酵母等調勻，捏成麵糰，待發酵後烘烤而成。,A1
明年,今年的下一年。,A1
男,男人，與「女」相對。,A1
能,可以、能夠,A1
唸,吟誦、誦讀。,A1
牛,哺乳綱偶蹄目草食性動物。體型碩大，具拉車、耕田、提供肉乳及皮骨之用。,A1
牛奶,牛的乳汁。亦稱為「牛乳」。,A1
女,女子，與「男」相對。,A1
怕,恐懼、害怕。,A1
胖,身體豐肥、脂肪多。,A1
旁邊,近側。,A1
便宜,物價低廉。,A1
漂亮,形容事物的美麗、好看。,A1
前面,前方。也作「前邊」。,A1
前年,去年的前一年。亦作「前歲」。,A1
前天,昨天的前一日。,A1
起床,從睡臥中起身離開床鋪。亦作「起身」。,A1
起來,坐起或站起。,A1
起來,起床。,A1
球,球形或似球形的物體。,A1
球,球類運動中所用的主要器材。,A1
然後,承接連詞。表示某事接在前句所述事情之後。,A1
肉,動物體中包住骨骼的柔韌物質。,A1
山,陸地上高起的部分。,A1
上課,老師教課或學生聽課。,A1
生病,得病、害病。,A1
生日,誕生之日。,A1
身體,人的軀體。,A1
事,人類所作所為及自然界的一切現象、活動，都稱為「事」。,A1
手,人體的上肢。,A1
瘦,肌肉不豐滿。,A1
雙,量詞。計算成對物品的單位。,A1
舒服,舒適。,A1
水果,鮮果，含有漿液的果實。如橘子、梨子等。,A1
說話,發言、講話。,A1
所以,因此、因而。常與「因為」連用，表示因果關係。,A1
它,第三人稱代詞。代指人以外的動物、植物或事物。,A1
湯,熱水、沸水。,A1
湯,食物烹煮後所得的汁液或具有多量汁水的菜餚。,A1
甜,像糖或蜜的味道。,A1
甜,味道像糖或蜜的。,A1
天氣,氣候。在一定區域和一定時間內，多種氣象要素綜合顯示的大氣狀況。,A1
跳,以腳蹬地，使身體往上或向前的動作。,A1
跳舞,隨著音樂的節奏，跳著一定步伐的舞蹈。,A1
聽見,聽到。,A1
痛,疼。,A1
頭,人或動物脖子以上的部分，亦指頭髮或髮式。,A1
外國,稱本國以外的國家。,A1
外頭,外面、外邊。,A1
玩,遊戲、嬉戲。,A1
玩,把弄東西或做某種遊戲。,A1
晚,夜間。,A1
碗,盛飲食的器皿。,A1
萬,數目字。千的十倍。,A1
晚餐,晚間用的正餐。,A1
為什麼,詢問原因或目的的疑問詞。亦作「為甚麼」。,A1
午餐,中午進用的餐點。,A1
下,低處、底部；等級較低或身分微賤者。,A1
下課,教學活動結束。,A1
先,時間或次序在前，亦指事前。,A1
像,相似。,A1
小吃,簡單價廉的菜餚。,A1
下雨,水滴自雲層掉落到地面。,A1
鞋子,穿在腳上，用來保護足部，便於行走的穿著物。由皮革、布帛、膠皮等材料製成。,A1
姓,表示個人所屬家族及區別家族系統的符號。,A1
星期,我國古代曆法與西洋曆法，皆以七天為一週，故以連續的七天做為計日名稱，稱為「星期」。,A1
星期,量詞。計算時間的單位。七天為一星期。,A1
休息,安息。,A1
眼睛,動物身上觀察外物的視覺器官。,A1
藥,用來治病的物質。,A1
一點,一天中的第一時與第十三時均稱為「一點」。,A1
一定,一經確定。,A1
一定,必然。,A1
衣服,泛指可以穿著的各種衣裳、服裝。,A1
一共,總共。,A1
以後,之後、此後。,A1
應該,理所當然，分內所當為。,A1
因為,連詞，用來提起所述的原因。,A1
以前,之前。,A1
意思,心意、想法。,A1
一樣,相同、相似。,A1
椅子,供人坐臥的器具。其材質有木頭、竹子、藤、塑膠等。,A1
右,表示方向、位置。相對於「左」。,A1
又,表示重複或反覆。,A1
右邊,靠右手的一邊。亦作「右面」。,A1
有點,表示數量很少或程度不深。,A1
有時候,偶爾。,A1
魚,水生脊椎動物的總稱。體溫隨外界溫度而變化、卵生，大都有鰭和鱗，以鰓呼吸，種類繁多。參見「魚類」條。,A1
雨,下雨。,A1
運動,各種鍛鍊身體、增加體能、促進身體健康的活動。,A1
再,第二次、又一次、兩次。,A1
在,表示動作正在進行。,A1
在,表示處所、位置。,A1
早餐,早晨的餐食。,A1
怎麼樣,如何、怎樣。,A1
站,直立。,A1
站,旅途中供人暫駐、休息或轉換交通工具的地方。,A1
張,量詞：計算平面物品或可張開物體的單位，如：一張紙、一張弓。,A1
張,姓氏。,A1
真,純正的、不虛假的。,A1
真的,真實的，不虛假的。,A1
枝,樹幹從旁生出的枝條。,A1
紙,日常用品之一。主要原料為植物纖維，可供於書畫、印刷、包裹等用途。,A1
只,僅。,A1
中,內、裡面；居於高低、大小、好壞之間或兩端相等的部位。,A1
鐘頭,小時。,A1
週末,一星期的最後一天，通常指星期六。,A1
豬,哺乳類偶蹄目動物。體軀肥滿，口吻長，具經濟價值。,A1
住,長期居留。,A1
桌子,上有平面、下有支撐，用於工作或放置物品的家具。單位為「張」。,A1
自己,本身。,A1
走路,徒步行走。,A1
最,至極。,A1
嘴巴,嘴。,A1
左,表示方向或位置，與「右」相對。,A1
乾乾淨淨,很清潔。,A1
乾乾淨淨,很清潔。,A1
這個,這一個。,A1
這個,這一個。,A1
這些,這許多。,A1
這些,這許多。,A1
是不是,表示不能肯定的疑問副詞。,A1
是不是,表示不能肯定的疑問副詞。,A1
每天,天天、每一天。,A1
每天,天天、每一天。,A1
地上,地面上。,A1
地上,地面上。,A1
報,新聞紙或刊物。,A1
今,現代。與「古」相對。,A1
今,現在的、當前的。,A1
一下,附於動詞後，表示略微、稍微。亦作「一下子」。,A1
一下,附於動詞後，表示略微、稍微。亦作「一下子」。,A1
答,應對、回覆別人的問題。,A1
單字,單一的字。,A1
單字,單一的字。,A1
家裡,家中。,A1
家裡,家中。,A1
感,覺得。,A1
食堂,飯廳、飯館。,A1
食堂,飯廳、飯館。,A1
昨晚,昨夜。,A1
昨晚,昨夜。,A1
就是,表示確定語氣的詞。,A1
就是,表示確定語氣的詞。,A1
照片,相片。,A1
照片,相片。,A1
洗手,用水清洗手上的汙穢。,A1
洗手,用水清洗手上的汙穢。,A1
解,曉悟、明白、清楚。,A1
解,答案。,A1
些,少量、一點。,A1
些,量詞。計算事物不確定數量的單位。,A1
不是,非，表示否定。,A1
不是,非，表示否定。,A1
午飯,中午進用的飯食。,A1
午飯,中午進用的飯食。,A1
出來,自內而出。,A1
出來,自內而出。,A1
氣,特指空氣。,A1
物,存在於天地間一切人事物的通稱。,A1
等等,等候片刻。即等一下、等一會。,A1
等等,等候片刻。即等一下、等一會。,A1
嘴,本指鳥口。後泛指人與動物的口。,A1
泳池,供人游泳的水池。,A1
泳池,供人游泳的水池。,A1
聲,因物體撞擊或摩擦所產生，能引起聽覺的音波。,A1
加油站,汽車或機車等添加油料的地方。,A1
加油站,汽車或機車等添加油料的地方。,A1
不一樣,不相同。,A1
不一樣,不相同。,A1
金,錢。,A1
牛肉,牛的肌肉。,A1
牛肉,以牛肉製成的食品。,A1
牛肉,牛的肌肉。,A1
牛肉,以牛肉製成的食品。,A1
下來,自上而下。,A1
下來,下面。,A1
下來,自上而下。,A1
下來,下面。,A1
椅,有靠背的坐具。,A1
剛,表示時間，指情況或行動不久前才發生過，相當於「才」、「方才」。,A1
兒,小孩。,A1
每年,年年。,A1
每年,年年。,A1
鞋底,鞋子的底面。也作「鞋底子」、「鞋底兒」。,A1
鞋底,鞋子的底面。也作「鞋底子」、「鞋底兒」。,A1
慢慢,緩慢、遲緩。,A1
慢慢,緩慢、遲緩。,A1
味,舌頭嘗東西所得到的感覺。,A1
味,鼻子聞東西所得到的感覺。,A1
落下,掉落。,A1
落下,掉落。,A1
那個,那一個。表示特定對象的指示詞。,A1
那個,那一個。表示特定對象的指示詞。,A1
好不好,怎麼樣、如何。表示商量或詢問好壞的語氣。,A1
好不好,怎麼樣、如何。表示商量或詢問好壞的語氣。,A1
屋,房舍。,A1
好吃,美味可口。,A1
好吃,美味可口。,A1
正在,動作恰在進行。,A1
正在,動作恰在進行。,A1
力,人和動物體內筋肉運動所產生的效能。,A1
館,供人進行文化活動的公共場所。,A1
館,供客人飲食娛樂或從事某些工作的場所、商店。,A1
不要,要的相反詞。,A1
不要,要的相反詞。,A1
不可以,表示禁止的否定詞。,A1
不可以,表示禁止的否定詞。,A1
第,次序、等級。,A1
第,用於整數數詞之前。表事物的順序或等級。,A1
作,製造。,A1
白色,一種色彩。物理學上指物體將太陽光全部反射後所呈現的顏色。,A1
白色,一種色彩。物理學上指物體將太陽光全部反射後所呈現的顏色。,A1
不想,不願意、不要。,A1
不想,不願意、不要。,A1
安,平穩、安全、舒適的狀況或環境。,A1
海邊,海的邊緣一帶。,A1
海邊,海的邊緣一帶。,A1
桌,可放東西或用來讀書、吃飯的家具。,A1
牌,揭示板或標誌。,A1
遠遠,很遠。,A1
遠遠,很遠。,A1
幾個,多少個。,A1
幾個,多少個。,A1
每人,大家、每一個人。,A1
每人,大家、每一個人。,A1
紅色,像鮮血的顏色。,A1
紅色,像鮮血的顏色。,A1
明,發亮。,A1
明,光亮的。,A1
彩,顏色、顏料。,A1
上去,由低處到高處。,A1
上去,由低處到高處。,A1
這次,這一回。,A1
這次,這一回。,A1
法,律令。,A1
法,律令。,A1
泰國,國名。位於東南亞中南半島中部。參見「泰王國」條。,A1
泰國,國名。位於東南亞中南半島中部。參見「泰王國」條。,A1
刀,武器名。一種用來砍殺，頗具殺傷力的兵器。,A1
刀,切、削、剪、刻、割、斬的工具。多以鋼鐵製成。,A1
今晚,今天晚上。,A1
今晚,今天晚上。,A1
稻米,稻子去殼後的米粒。,A1
稻米,稻子去殼後的米粒。,A1
火車站,停靠火車供旅客上下的車站。,A1
火車站,停靠火車供旅客上下的車站。,A1
班長,學校每一班級中，由學生互相推選或老師指派的學生代表，負責管理或執行班級事務。,A1
班長,學校每一班級中，由學生互相推選或老師指派的學生代表，負責管理或執行班級事務。,A1
不知,不知道、不明白。,A1
不知,不知道、不明白。,A1
也是,亦是。,A1
也是,亦是。,A1
李,姓。如唐太宗李世民。,A1
聊,閒談。,A1
室,房間。,A1
相機,照相機的簡稱。參見「照相機」條。,A1
相機,照相機的簡稱。參見「照相機」條。,A1
一個,表示數量，單個。用於人或其他事物。,A1
一個,表示數量，單個。用於人或其他事物。,A1
菜市場,集中販賣蔬菜、雜貨等的場所。,A1
菜市場,集中販賣蔬菜、雜貨等的場所。,A1
一天,一日、整日。,A1
一天,某一日。,A1
一天,一日、整日。,A1
一天,某一日。,A1
鞋,腳上的穿著物。低筒、用以保護足部，便於行走。,A1
賽,比較勝負、優劣的活動。,A1
達,到。,A1
總,都。,A1
回家,返家。,A1
回家,返家。,A1
它們,代名詞。稱不止一個的事物。,A1
它們,代名詞。稱不止一個的事物。,A1
地面,土地的表面。,A1
地面,地板。,A1
地面,土地的表面。,A1
地面,地板。,A1
還有,尚有，另外有。,A1
還有,尚有，另外有。,A1
走進,步行進入。,A1
走進,步行進入。,A1
雨水,雨。,A1
雨水,雨。,A1
寶寶,對小孩的暱稱，表示珍愛的意思。,A1
寶寶,對小孩的暱稱，表示珍愛的意思。,A1
不能,不可以、不能夠。,A1
不能,不可以、不能夠。,A1
澡,參見「洗澡」條。,A1
運動員,運動競賽中參加比賽的選手。,A1
運動員,運動競賽中參加比賽的選手。,A1
下山,到山下去。,A1
上次,前一次、上一回。,A1
上次,前一次、上一回。,A1
常,普通的、一般的。,A1
喜,感到歡樂。,A1
外面,外部、外頭。亦作「外邊」。,A1
外面,外部、外頭。亦作「外邊」。,A1
暖,溫和、溫暖。,A1
出去,從裡面到外邊去。,A1
出去,從裡面到外邊去。,A1
牆,用磚、石等砌成，可作間隔或屏障的建築。,A1
衣,穿在身上用以遮蔽身體、防熱禦寒的布帛製品。,A1
奧,奧地利的簡稱。,A1
但,不過、可是。,A1
念,讀書、學習。如：「念書」、「念大學」。,A1
錶,比時鐘小，可隨身攜帶的計時器。如：「手錶」、「懷錶」。也作「表」。,A1
